2025-07-08 02:10:25,627 || INFO || JID set to: worker@localhost/ZpquB--4
2025-07-08 13:02:27,951 || ERROR || Exception in the event loop: Could not authenticate the agent. Check user and password or use auto_register=True
2025-07-08 13:02:27,953 || INFO || Killing behavior CyclicBehaviour/HandleStockPriceRequest with exit code: None
2025-07-08 13:02:27,953 || INFO || connection_lost: (None,)
2025-07-08 13:02:27,957 || INFO || connection_lost: (None,)
2025-07-08 13:02:27,958 || INFO || Killing behavior CyclicBehaviour/HandleStockPriceRequest with exit code: None
2025-07-08 13:07:25,362 || INFO || Authentication failed: not-authorized
2025-07-08 13:07:25,363 || ERROR || No appropriate login method.
2025-07-08 13:07:25,364 || ERROR || Exception in the event loop: Could not authenticate the agent. Check user and password or use auto_register=True
2025-07-08 13:07:25,366 || INFO || connection_lost: (None,)
2025-07-08 13:14:37,643 || INFO || Authentication failed: not-authorized
2025-07-08 13:14:37,645 || ERROR || No appropriate login method.
2025-07-08 13:14:37,646 || ERROR || Exception in the event loop: Could not authenticate the agent. Check user and password or use auto_register=True
2025-07-08 13:14:37,648 || INFO || connection_lost: (None,)
2025-07-08 15:24:07,400 || INFO || Authentication failed: not-authorized
2025-07-08 15:24:07,401 || ERROR || No appropriate login method.
2025-07-08 15:26:53,617 || INFO || Authentication failed: not-authorized
2025-07-08 15:26:53,618 || ERROR || No appropriate login method.
2025-07-08 15:38:59,826 || INFO || Authentication failed: not-authorized
2025-07-08 15:38:59,827 || ERROR || No appropriate login method.
2025-07-08 15:41:48,473 || INFO || Authentication failed: not-authorized
2025-07-08 15:41:48,474 || ERROR || No appropriate login method.
2025-07-08 15:44:50,704 || INFO || Authentication failed: not-authorized
2025-07-08 15:44:50,705 || ERROR || No appropriate login method.
2025-07-08 15:44:50,706 || INFO || Authentication failed: not-authorized
2025-07-08 15:44:50,706 || ERROR || No appropriate login method.
2025-07-08 15:44:50,706 || INFO || Authentication failed: not-authorized
2025-07-08 15:44:50,706 || ERROR || No appropriate login method.
2025-07-08 15:44:50,706 || INFO || Authentication failed: not-authorized
2025-07-08 15:44:50,706 || ERROR || No appropriate login method.
2025-07-08 15:44:50,707 || INFO || connection_lost: (None,)
2025-07-08 15:44:50,709 || INFO || connection_lost: (None,)
2025-07-08 15:44:50,710 || INFO || connection_lost: (None,)
2025-07-08 15:44:50,710 || INFO || connection_lost: (None,)
2025-07-08 15:50:29,546 || INFO || connection_lost: (None,)
2025-07-08 15:50:29,548 || INFO || connection_lost: (None,)
2025-07-08 15:54:42,305 || INFO || connection_lost: (None,)
2025-07-08 15:54:42,311 || INFO || connection_lost: (None,)
2025-07-08 15:54:42,311 || INFO || Authentication failed: not-authorized
2025-07-08 15:54:42,312 || ERROR || No appropriate login method.
2025-07-08 15:54:42,313 || INFO || Authentication failed: not-authorized
2025-07-08 15:54:42,313 || ERROR || No appropriate login method.
2025-07-08 15:54:42,455 || ERROR || Task was destroyed but it is pending!
task: <Task pending name='Task-22' coro=<XMLStream._end_stream_wait() running at D:\samsungprism\venv\Lib\site-packages\slixmpp\xmlstream\xmlstream.py:730> wait_for=<Future pending cb=[Task.task_wakeup()]>>
2025-07-08 15:54:42,455 || ERROR || Task was destroyed but it is pending!
task: <Task pending name='Task-23' coro=<XMLStream._end_stream_wait() running at D:\samsungprism\venv\Lib\site-packages\slixmpp\xmlstream\xmlstream.py:730> wait_for=<Future pending cb=[Task.task_wakeup()]>>
2025-07-08 16:19:09,325 || INFO || connection_lost: (None,)
2025-07-08 16:19:09,328 || INFO || connection_lost: (None,)
2025-07-08 16:21:51,900 || INFO || connection_lost: (None,)
2025-07-08 16:21:51,902 || INFO || connection_lost: (None,)
2025-07-08 16:49:48,123 || INFO || connection_lost: (None,)
2025-07-08 16:49:48,124 || INFO || connection_lost: (None,)
2025-07-08 17:03:36,523 || INFO || Authentication failed: not-authorized
2025-07-08 17:03:36,525 || ERROR || No appropriate login method.
2025-07-08 17:03:36,526 || INFO || Authentication failed: not-authorized
2025-07-08 17:03:36,526 || ERROR || No appropriate login method.
2025-07-08 17:03:36,527 || INFO || Authentication failed: not-authorized
2025-07-08 17:03:36,528 || ERROR || No appropriate login method.
2025-07-08 17:03:36,528 || INFO || connection_lost: (None,)
2025-07-08 17:03:36,530 || INFO || connection_lost: (None,)
2025-07-08 17:03:36,531 || INFO || connection_lost: (None,)
2025-07-08 17:03:36,531 || INFO || Authentication failed: not-authorized
2025-07-08 17:03:36,532 || ERROR || No appropriate login method.
2025-07-08 17:03:36,532 || INFO || Authentication failed: not-authorized
2025-07-08 17:03:36,532 || ERROR || No appropriate login method.
2025-07-08 17:18:13,114 || INFO || JID set to: sentiment_worker@localhost/gGJS3fzg
2025-07-08 17:18:13,122 || INFO || JID set to: historical_data_worker@localhost/Ec5Nb2fl
2025-07-08 17:18:13,123 || INFO || JID set to: portfolio_worker@localhost/-A1vA2j1
2025-07-08 17:18:13,124 || INFO || JID set to: stock_worker@localhost/FhhG5-rL
2025-07-08 17:18:13,124 || INFO || JID set to: financial_news_worker@localhost/1SsmKIoh
2025-07-08 17:18:13,126 || INFO || [HistoricalDataAgent] Agent historical_data_worker@localhost setup initiated.
2025-07-08 17:18:13,126 || INFO || [HistoricalDataAgent] Presence set to available.
2025-07-08 17:18:13,127 || INFO || [HistoricalDataAgent] Service registered.
2025-07-08 17:18:13,128 || INFO || [PortfolioAnalysisAgent] Presence set to available.
2025-07-08 17:18:13,128 || INFO || [PortfolioAnalysisAgent] Service registered.
2025-07-08 17:18:13,129 || INFO || [StockPriceAgent] Agent stock_worker@localhost starting...
2025-07-08 17:18:13,129 || INFO || [FinancialNewsAgent] Agent financial_news_worker@localhost initialized.
2025-07-08 17:18:13,130 || INFO || [FinancialNewsAgent] Presence set to available.
2025-07-08 17:18:13,130 || INFO || [FinancialNewsAgent] Service registered.
2025-07-08 17:18:16,235 || INFO || JID set to: manager@localhost/5Us1STnK
2025-07-08 17:18:16,240 || ERROR || Exception running behaviour OneShotBehaviour/SimulateClientRequest: 'parameters'
2025-07-08 17:18:16,243 || ERROR || Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\manager.py", line 101, in run
    "parameters": intent["parameters"],
                  ~~~~~~^^^^^^^^^^^^^^
KeyError: 'parameters'

2025-07-08 17:18:16,243 || INFO || Killing behavior OneShotBehaviour/SimulateClientRequest with exit code: 'parameters'
2025-07-08 17:18:16,243 || INFO || Killing behavior OneShotBehaviour/SimulateClientRequest with exit code: None
2025-07-08 17:18:18,043 || INFO || HTTP Request: GET https://www.alphavantage.co/query?function=GLOBAL_QUOTE&symbol=TSLA&apikey=POFEW0Q1VCNTQ4GS "HTTP/1.1 200 OK"
2025-07-08 17:20:47,291 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-31' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:20:47,292 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-27' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:20:47,294 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-37' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:20:47,294 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-30' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:20:47,294 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-29' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:20:47,294 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-28' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:20:47,295 || ERROR || Exception running behaviour CyclicBehaviour/HandleFinancialNewsRequest: Event loop is closed
2025-07-08 17:20:47,295 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\financial_news_agent.py", line 45, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:20:47,295 || INFO || Killing behavior CyclicBehaviour/HandleFinancialNewsRequest with exit code: Event loop is closed
2025-07-08 17:20:47,295 || INFO || Killing behavior CyclicBehaviour/HandleFinancialNewsRequest with exit code: None
2025-07-08 17:20:47,296 || ERROR || Exception running behaviour CyclicBehaviour/HandleSentimentRequest: Event loop is closed
2025-07-08 17:20:47,296 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\newsag.py", line 45, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:20:47,296 || INFO || Killing behavior CyclicBehaviour/HandleSentimentRequest with exit code: Event loop is closed
2025-07-08 17:20:47,296 || INFO || Killing behavior CyclicBehaviour/HandleSentimentRequest with exit code: None
2025-07-08 17:20:47,296 || ERROR || Exception running behaviour CyclicBehaviour/ReceiveWorkerResponse: Event loop is closed
2025-07-08 17:20:47,297 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\manager.py", line 111, in run
    msg = await self.receive(timeout=10)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:20:47,297 || INFO || Killing behavior CyclicBehaviour/ReceiveWorkerResponse with exit code: Event loop is closed
2025-07-08 17:20:47,297 || INFO || Killing behavior CyclicBehaviour/ReceiveWorkerResponse with exit code: None
2025-07-08 17:20:47,298 || ERROR || Exception running behaviour CyclicBehaviour/HandleStockPriceRequest: Event loop is closed
2025-07-08 17:20:47,298 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\stockpriceag.py", line 47, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:20:47,298 || INFO || Killing behavior CyclicBehaviour/HandleStockPriceRequest with exit code: Event loop is closed
2025-07-08 17:20:47,298 || INFO || Killing behavior CyclicBehaviour/HandleStockPriceRequest with exit code: None
2025-07-08 17:20:47,298 || ERROR || Exception running behaviour CyclicBehaviour/HandlePortfolioAnalysisRequest: Event loop is closed
2025-07-08 17:20:47,299 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\portfolio_analysis_agent.py", line 48, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:20:47,299 || INFO || Killing behavior CyclicBehaviour/HandlePortfolioAnalysisRequest with exit code: Event loop is closed
2025-07-08 17:20:47,299 || INFO || Killing behavior CyclicBehaviour/HandlePortfolioAnalysisRequest with exit code: None
2025-07-08 17:20:47,299 || ERROR || Exception running behaviour CyclicBehaviour/HandleHistoricalDataRequest: Event loop is closed
2025-07-08 17:20:47,299 || ERROR || Traceback (most recent call last):
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 186, in get
GeneratorExit

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\historical_data_agent.py", line 46, in run
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 359, in receive
    msg = await asyncio.wait_for(coro, timeout=timeout)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py", line 507, in wait_for
    return await fut
           ^^^^^^^^^
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py", line 188, in get
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 827, in call_soon
    self._check_closed()
  File "C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py", line 550, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed

2025-07-08 17:20:47,300 || INFO || Killing behavior CyclicBehaviour/HandleHistoricalDataRequest with exit code: Event loop is closed
2025-07-08 17:20:47,300 || INFO || Killing behavior CyclicBehaviour/HandleHistoricalDataRequest with exit code: None
2025-07-08 17:20:59,767 || INFO || JID set to: stock_worker@localhost/gRWl5xYe
2025-07-08 17:20:59,773 || INFO || [StockPriceAgent] Agent stock_worker@localhost starting...
2025-07-08 17:20:59,788 || INFO || JID set to: sentiment_worker@localhost/ZmYmHPc2
2025-07-08 17:20:59,789 || INFO || JID set to: financial_news_worker@localhost/L9vPjlOn
2025-07-08 17:20:59,789 || INFO || JID set to: portfolio_worker@localhost/ARmPrrd6
2025-07-08 17:20:59,790 || INFO || JID set to: historical_data_worker@localhost/GM38wRn9
2025-07-08 17:20:59,798 || INFO || [FinancialNewsAgent] Agent financial_news_worker@localhost initialized.
2025-07-08 17:20:59,799 || INFO || [FinancialNewsAgent] Presence set to available.
2025-07-08 17:20:59,799 || INFO || [FinancialNewsAgent] Service registered.
2025-07-08 17:20:59,801 || INFO || [PortfolioAnalysisAgent] Presence set to available.
2025-07-08 17:20:59,801 || INFO || [PortfolioAnalysisAgent] Service registered.
2025-07-08 17:20:59,802 || INFO || [HistoricalDataAgent] Agent historical_data_worker@localhost setup initiated.
2025-07-08 17:20:59,803 || INFO || [HistoricalDataAgent] Presence set to available.
2025-07-08 17:20:59,804 || INFO || [HistoricalDataAgent] Service registered.
2025-07-08 17:21:02,918 || INFO || JID set to: manager@localhost/cXtJb0Li
2025-07-08 17:21:02,922 || ERROR || Exception running behaviour OneShotBehaviour/SimulateClientRequest: 'parameters'
2025-07-08 17:21:02,923 || ERROR || Traceback (most recent call last):
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 285, in _step
    await self._run()
  File "D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py", line 274, in _run
    await self.run()
  File "D:\samsungprism\agents\manager.py", line 101, in run
    "parameters": intent["parameters"],
                  ~~~~~~^^^^^^^^^^^^^^
KeyError: 'parameters'

2025-07-08 17:21:02,923 || INFO || Killing behavior OneShotBehaviour/SimulateClientRequest with exit code: 'parameters'
2025-07-08 17:21:02,923 || INFO || Killing behavior OneShotBehaviour/SimulateClientRequest with exit code: None
2025-07-08 17:21:03,859 || INFO || HTTP Request: GET https://www.alphavantage.co/query?function=GLOBAL_QUOTE&symbol=TSLA&apikey=POFEW0Q1VCNTQ4GS "HTTP/1.1 200 OK"
2025-07-08 17:21:03,862 || INFO || [StockPriceAgent] Successfully processed task req_001_stock_price for intent 'get_stock_price'
2025-07-08 17:23:44,085 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-37' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:23:44,086 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-29' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:23:44,086 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-28' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:23:44,086 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-27' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:23:44,086 || ERROR || Task was destroyed but it is pending!
task: <Task cancelling name='Task-30' coro=<CyclicBehaviour._start() running at D:\samsungprism\venv\Lib\site-packages\spade\behaviour.py:140> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[gather.<locals>._done_callback() at C:\Users\sinha\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:820]>
2025-07-08 17:23:44,086 || ERROR || Task was destroyed but it is pending!
